8,"BITMARCK HOLDING GmbH ","Brunnenstraße 15-17 ","Essen ","45128 ","0201 89069 000  ","0201 89069 199","info@bitmarck.de ","Jubiläum 2014"
342,"agri.capital GmbH","Hafenweg 15",Münster,"48155 ",0251-27601-100,0251-27601-900,info@agri-capital.de,"Jubiläum 2014"
416,"Surplex GmbH","Wahlerstraße 4",Düsseldorf,"40472 ","0211 422737-0","0211 422737-17"," info@surplex.com","Jubiläum 2014"
480,"TOOMAXX Handelsgesellschaft mbH","Humboldtstr. 140 - 144",Köln,51149,"0221 149 0","0221 149 97 6428 ",info@toomaxx.com,"Jubiläum 2014"
262,"Remira GmbH","Konrad-Zuse-Straße 3 ",Bochum,44801,"0234 9747170",,mate@remira.de,"Jubiläum 2014"
226,"RGM Holding GmbH","Hansastr. 95",Dortmund,44137,"0231 98 70 87-0","0231 98 70 87-282",,"Jubiläum 2014"
191,"Autobahn Tank und Rast GmbH","Andreas-Hermes-Str. 7-9",Bonn,53175,"0228 / 922-0","0228 / 922-4110","kundenkontakt@tank.rast.de ","Jubiläum 2014"
155,"purpleview GmbH","Lindemannstraße 78",Dortmund,44137,"0231 55 74 02 0","0231 55 74 02 99",info@purpleview.de,"Jubiläum 2014"
325,"TRIGON Business Intelligence GmbH & Co. KG","Kaiserswerther Straße 115",Ratingen,"40880 ","02102 - 42 06 30","02102 - 42 06 2",info@trigon-bi.de,"Jubiläum 2014"
551,"O-C-S-S GmbH","Ustroner Straße 10","Neukirchen - Vluyn ","47506 ","02845 94196-4","02845 94196-9","info@o-c-s-s.net ","Jubiläum 2014"
293,"H & V Energietechnik GmbH & CoKG","Wilhelm-Raiffeisen-Str. 2a",Nordkirchen,59349,"0 25 96 / 44 77","0 25 96 / 44 86",info@hv-energietechnik.de,"Jubiläum 2014"
305,"Deutsche Kinder- und Jugendstiftung gemeinnützige GmbH","Tempelhofer Ufer 11",Berlin,"10963 ","030 - 25 76 76 – 0","030 - 25 76 76 – 10",info@dkjs.de,"Jubiläum 2014"
360,"Schwer Steuerberatungsgesellschaft mbH","Auf der Heide 8 a",Bochum,44803,"+49 (234) 97701-0","+49 (234) 97701-77 ","kanzlei@stb-schwer.de ","Jubiläum 2014"
380,"objective partner AG","Bergstraße 45/1 ",Weinheim,"69469 ","06201 39860","06201 398612",info@objective-partner.de,"Jubiläum 2014"
435,"ista International GmbH","Grugaplatz 2",Essen,45131," 0201 459-02",," info@ista.com","Jubiläum 2014"
493,"AGES Maut System GmbH & Co. KG","Berghausener Straße 96",Langenfeld,40764,"02173 3346-0","02173 3346-111",info@ages.de,"Jubiläum 2014"
496,"LOGIBALL GmbH","Westring 303 ",Herne,44629,"02323 925 0","02323 925 551",info@logiball.de,"Jubiläum 2014"
552,"Spiggle & Theis Medizintechnik GmbH","Burghof 14",Overath,"51491 ","02206 9081-0 ",,info@spiggle-theis.de,"Jubiläum 2014"
553,"Basista Leiterplatten GmbH ","Kardinal-Hengsbach-Straße 2-4",Bottrop,"46236 ","02041 263641","02041 263542 ",info@basista.de,"Jubiläum 2014"
554,"GEL-A-MED Medizinische Bett- und Sitzauflagen Düsseldorf","Hansaallee 108",Düsseldorf,"40547 ","0211 55 63 33","0211 55 79 280",info@gel-a-med.com,"Jubiläum 2014"
